Date,mom_5d,mom_10d,mom_20d,vol_10d,vol_20d,rsi_dist,high_20d_ratio,vol_ratio,ticker,next_ret,rank
2026-02-12,-0.050505908231845975,0.014305875518469957,0.007750864059834495,0.0237567712288061,0.01997680721343284,-0.043146605157166555,0.9419492722393046,1.2733236087501147,AAPL,-0.022733396848946263,5
2026-02-13,-0.07946443437808759,-0.013336916747540672,-0.008483973067916373,0.024925599663195703,0.020595773296709398,-0.5758953412615426,0.9205355656219124,0.9372659049748403,AAPL,0.031667863563111576,1
2026-02-17,-0.039108551545170456,-0.021788427901975882,0.03364348264176176,0.0233826556669814,0.021624832293828708,0.12535239800192355,0.9496869603190189,0.9992330038052445,AAPL,0.0017811172199722058,5
2026-02-18,-0.03409086093961766,-0.018118771725353255,0.07254706775997977,0.023412414546826972,0.0198567682126583,0.0919979712149451,0.9513784641176262,0.6163329779849802,AAPL,-0.014261469431454121,5
2026-02-19,-0.05415612859431718,-0.05666087834199518,0.05319529334217621,0.021527042249021664,0.02025830097010646,-0.3683403790943735,0.9378104092338688,0.6228253319548993,AAPL,0.015350373037534393,3
2026-02-20,0.010888990434063661,-0.040166876149382524,0.06634808163584593,0.02252677606235854,0.020452109642805128,-0.036256649692973285,0.9522061488540916,0.8686130497700897,AAPL,0.006047343656806037,2
2026-02-23,0.04065991846945849,-0.04203553333166388,0.07413748949915067,0.022420176330556475,0.02042957887416347,0.047357579504361653,0.9579644666683361,0.7917768384656997,AAPL,0.022390946489790453,1
2026-02-24,0.031302143446955144,-0.009030589588684967,0.06649958242893494,0.023686994287412028,0.0200015442970145,0.7383778756026673,0.9794141977806275,0.9927339659378391,AAPL,0.007679856784716499,4
2026-02-25,0.03737471025040806,0.002009713260985313,0.06278947837152082,0.02380256709338242,0.019944893859480645,0.9244631413571287,0.9869359585525006,0.7128896895804722,AAPL,-0.004667610137537803,2
2026-02-26,0.047471126994379054,-0.009255854057962809,0.06537746521184618,0.02374448447207047,0.019886260036923554,0.6726425137885625,0.9823293262672604,0.713487036061149,AAPL,-0.03213049693728531,4
2026-02-27,-0.0015118070783298743,0.00936072130291965,0.023800510135112418,0.02000150470264519,0.021375829189750107,-0.6780684875834355,0.9507665968582247,1.6275755261256837,AAPL,0.002044093269336189,3
2026-03-02,-0.005484978192393464,0.0349519215109555,0.021148853896056474,0.01817016089681972,0.021362914261137244,-0.668699426185675,0.9527100524595724,0.9723691943180846,AAPL,-0.0036642536122324376,3
2026-03-03,-0.03082977216443561,-0.0004926666682086855,-0.02227036013800454,0.015314586012305426,0.01926510794372757,-0.7638056346814348,0.9492190812084373,0.9400981707902656,AAPL,-0.004663548763329417,5
2026-03-04,-0.04270146046575496,-0.006922704927523782,-0.024916045742573223,0.015369473361086414,0.019282057339668802,-0.885333833398003,0.9447923517361391,0.9571172718799685,AAPL,-0.00849451684471103,5
2026-03-05,-0.04638213261007962,-0.0011128177231037872,-0.057710642835473336,0.014900424428803462,0.018245974028606747,-1.115547675936,0.9367667971895622,1.1424234553555428,AAPL,-0.010872553678353492,3
2026-03-06,-0.025437207233745207,-0.026910558162126064,-0.06599652125469979,0.01418705466727715,0.0183332904002872,-1.39993478255524,0.9265817499030194,0.9480613620727498,AAPL,0.009399570838394267,3
2026-03-09,-0.01828345540787224,-0.02366814924607208,-0.06470877930120389,0.01445208108597788,0.018380773423736285,-0.9497578006228768,0.9433031030229129,0.879318972707141,AAPL,0.0036554627966916,3
2026-03-10,-0.011071140958234582,-0.04155959236932749,-0.05021487433585203,0.011881672200308018,0.01832770427675293,-0.714754850922341,0.9467513124220168,0.7314633643039432,AAPL,-7.663617950748325e-05,3
2026-03-11,-0.006513757148561616,-0.048937070670953764,-0.04702570688984964,0.0112589011665448,0.01833325634378939,-0.6417317660487531,0.9466787570184891,0.638366978047971,AAPL,-0.019362766377938656,5
2026-03-12,-0.01740371850387079,-0.06297862953439537,-0.07165156258861727,0.01214269675914321,0.01858999698517868,-1.4814281748102798,0.9326477200177299,0.9732154615151185,AAPL,-0.022051921765652405,5
2026-03-13,-0.028509269717626462,-0.053221280749481625,-0.044358749023042265,0.0100005892600409,0.01575014687831688,-2.140703321990676,0.9120810454609848,0.9623936786918534,AAPL,0.01079486750256109,5
2026-03-16,-0.02716637458036575,-0.04495313479000429,-0.011572411717900577,0.011052702335854744,0.01521916375614874,-1.599101646883596,0.9219268394983334,0.8576516737660338,AAPL,0.005577044389181385,3
2026-03-17,-0.025303803950846637,-0.03609480292876188,-0.03656968689067197,0.011510332631127503,0.013318832051061769,-1.2354726171074648,0.9270684664057933,0.8799419854327314,AAPL,-0.016874457610149385,3
2026-03-18,-0.04167783144411652,-0.04792010932017243,-0.05451107747077799,0.012258000889724225,0.01370427087180359,-1.657836555098637,0.9114246888677225,0.9831039701752288,AAPL,-0.0039209238936004365,2
2026-03-19,-0.02658737855418203,-0.04352837780593988,-0.044592756378763254,0.012191247479256675,0.013437961396461532,-1.5912989042968089,0.9078510620279238,0.9991717536468633,AAPL,-0.003896213024359163,1
2026-03-20,-0.008515871044318057,-0.03678235949746156,-0.06270308383499101,0.011975707167404932,0.01278906814299238,-1.515035090876788,0.9043138808958722,2.2297888302930446,AAPL,0.01411347200480817,3
2026-03-23,-0.005260666848051598,-0.03228412818228066,-0.055188171864255176,0.01262284937987915,0.013214621434022803,-0.9709673571474469,0.9170768895374556,1.01754792785481,AAPL,0.0005964209042432778,1
2026-03-24,-0.010187611145092257,-0.035233629780795916,-0.07532892685874182,0.012474333052314848,0.011861557954281501,-0.8716376854848709,0.917623853365174,1.0931960907459066,AAPL,0.00389443542328749,3
2026-03-25,0.010722544008974877,-0.03140217981699989,-0.07880251979502706,0.012657639267966815,0.011697113420990621,-0.6819619841156528,0.9255174347659544,0.6857096761765329,AAPL,0.0010688159198788405,1
2026-03-26,0.015785638535501967,-0.0112214387661429,-0.07349335746564245,0.01132171159776697,0.011750863659619002,-0.5861464277996279,0.9553112655768246,1.0040267534201461,AAPL,-0.016173025219509918,1
2026-03-27,0.003266250819193184,-0.005277435195899627,-0.058217844085183046,0.010209106818828563,0.010155380189741343,-1.2075255346204405,0.9398609923861686,1.1210953874297356,AAPL,-0.008721857485242457,4
2026-03-30,-0.019324826053509603,-0.024483831429797154,-0.06833634124536203,0.009664779798788168,0.010162318925922667,-1.4759408938826852,0.9350900659063981,0.9075755229645629,AAPL,0.029031294901536553,5
2026-03-31,0.008543927442772103,-0.0017307259127589125,-0.037763058630776114,0.013790222267550663,0.012494039662805637,-0.03788747823186323,0.9667454057104794,1.0976207274140393,AAPL,0.007250134541771258,4
2026-04-01,0.011915168331108061,0.022765473256887603,-0.026245560030480397,0.012584847017423776,0.012635979865301574,0.45158780903878915,0.9800637121605938,0.8781668791967568,AAPL,0.0011344258521832629,3
2026-04-02,0.01198148913207242,0.027956263124130354,-0.016789005465118967,0.012406374453985087,0.012528534575395522,0.5994583036256756,0.9811755217724556,0.6913317837541648,AAPL,0.011487914987700076,3
2026-04-06,0.04043401196306218,0.043832330406953,0.00543771437485141,0.012433467399782516,0.012577322318434617,1.260289780369315,0.9924471827545898,0.7451800684358635,AAPL,-0.020706117804507373,5
2026-04-07,0.027855471682984412,0.007992343484562792,-0.024549810539250316,0.014157176936742134,0.013221825719102938,0.08473885264599776,0.9718974544737218,1.4968327060402937,AAPL,0.02130175107094434,4
2026-04-08,0.02013476002022796,0.02885071739169054,-0.007399427884594578,0.015555166282904348,0.01411839578457096,1.5278487052464045,0.9926766470611225,0.9981774712876316,AAPL,0.006141353323192211,3
2026-04-09,0.01901179540246245,0.031153492476067468,-0.0012269749135933594,0.015586412319177066,0.01419130700388358,1.9656779039626846,1.0,0.6846867991763774,AAPL,-3.8309525974056235e-05,3
2026-04-10,0.01781811835733338,0.030013095080858143,0.018454866206083054,0.015607004620127455,0.013439064552530536,1.7558962775024731,0.9999616904740259,0.7811264243103625,AAPL,-0.004914000020385667,5
2026-02-12,0.02075335170157455,-0.07303349143204696,-0.1252558396424187,0.023428585849125196,0.030200404667091257,-1.1797510161708746,0.8343333897282071,0.8149730505463294,MSFT,-0.001294005019369382,1
2026-02-13,0.0004487357698910177,-0.06732667341217435,-0.12118427363763873,0.0235052835118633,0.030220524105839586,-1.081417359285118,0.8332537581340714,0.7159328856495268,MSFT,-0.011113366274641656,4
2026-02-17,-0.04047394827178441,-0.06261666092061813,-0.13699822746230195,0.023336705548341816,0.030081733910238124,-1.1155387571657558,0.8239935039202059,0.6883224559439983,MSFT,0.006904209070364153,3
2026-02-18,-0.033077614469544936,-0.028233740290351528,-0.12083074637508429,0.022208158142046207,0.030213521360333267,-0.9242714428109091,0.8296825273438929,0.5428025500037982,MSFT,-0.0005769168650320289,3
2026-02-19,-0.012366207796374984,-0.035782017803203225,-0.10074199749632495,0.021957733739530836,0.029966309865062015,-0.8468817587681772,0.8292038695012458,0.6868515153719335,MSFT,-0.0030868355547025716,5
2026-02-20,-0.009215903747948562,0.01134618706189694,-0.11748754567253439,0.01489247127582815,0.02957517733496268,-0.8029859327951272,0.8266442535147724,0.897996014151373,MSFT,-0.032122471647954565,5
2026-02-23,-0.039799833954587305,-0.03936895779382743,-0.17298522727571108,0.01677385528061688,0.028662546594425995,-1.1351418487581657,0.8000903969182995,1.1733178549147913,MSFT,0.01178245055508631,3
2026-02-24,-0.01756819852552982,-0.057331092438963505,-0.17094522408459112,0.012993268938213648,0.02875164698168444,-0.9054521907185792,0.8095174224595888,0.9493711848655136,MSFT,0.029820067104153303,1
2026-02-25,0.004790698664158377,-0.028445380688839284,-0.1645212917896529,0.017224150416001546,0.029248630526170574,-0.38837800640634157,0.8336572863193149,1.2265210021566841,MSFT,0.002795794059219592,1
2026-02-26,0.00818152345413714,-0.00428585876136256,-0.1640119795921685,0.015946429859643906,0.029260720498735873,-0.24753583191365583,0.9288048471061726,0.9898135729652319,MSFT,-0.022353905603506474,3
2026-02-27,-0.011303327109662087,-0.020415060482936398,-0.09195756877011807,0.017362485774888144,0.020258828275976738,-0.9174705593842175,0.9148165213851882,1.4341785871635555,MSFT,0.014793496213936663,2
2026-03-02,0.036621808015089075,-0.004635567817615538,-0.07165014386925339,0.018154632866515502,0.02070120353725037,-0.30266556526703464,0.9435237601756354,0.9866529605651987,MSFT,0.013498946299321357,1
2026-03-03,0.038380443896609995,0.020137970113206505,-0.043739663253619776,0.018196449197619733,0.02081177181465005,0.4622809388079212,0.9774546274127444,1.0446407304105934,MSFT,0.0031441575378865494,3
2026-03-04,0.0114827908972297,0.016328500152400283,-0.01236625477058495,0.01812590212808313,0.019858395748892917,0.684407926665665,0.9805278987474662,0.9466682211821773,MSFT,0.013524136978431578,1
2026-03-05,0.022304071064053188,0.03066807579872366,-0.0062113076386994814,0.018468343523688282,0.020034982277355833,1.4853183813790725,0.9952063240433244,1.002552052566936,MSFT,-0.004188178755669236,1
2026-03-06,0.041299591648468414,0.029529441744908125,0.04121067537667633,0.01851309455490713,0.016379766994936634,1.1250244066546111,0.9910382220594585,0.8060494824396723,MSFT,0.0011003819846291396,5
2026-03-09,0.027248817467740105,0.06486852644477081,0.022945762371191503,0.013903005899797085,0.015893775455396907,1.086580046235121,0.9921287426650915,0.8077770107701278,MSFT,-0.008915253325116002,5
2026-03-10,0.004530530346907424,0.04308485800931883,-0.016716336406896515,0.014537486888249273,0.014390651107122976,0.682281671347308,0.9840689111663871,0.854978991177427,MSFT,-0.002168781697636457,4
2026-03-11,-0.00078975151672811,0.01068397082897432,-0.018065319477363673,0.011506976696386445,0.014394186384456201,0.6520103067661195,0.9858771113850008,0.7232739528274821,MSFT,-0.007459048347235875,1
2026-03-12,-0.021476593653253162,0.00034846193974402695,-0.003938890280275942,0.011794694554231103,0.013652609602043345,0.20999369000137075,0.9785234063467468,0.7889115619487669,MSFT,-0.015701980263283843,3
2026-03-13,-0.03279050259756866,0.007154854683672163,-0.013406272590378077,0.010504841545246382,0.014034498838294024,-0.6942238072210714,0.9631586511331289,0.8362049848381784,MSFT,0.011123813803188609,3
2026-03-16,-0.023106400357734147,0.0035127950243214467,-0.0011390565928588448,0.010012817820451181,0.014273930188018114,-0.03428831035466524,0.9738726486312641,0.8851320212275683,MSFT,-0.001350190094862036,4
2026-03-17,-0.01564965977594368,-0.011190030687569852,0.008722594922084381,0.00889204148812047,0.014037402945610856,-0.14212341055880612,0.9725577354274252,0.870338385472404,MSFT,-0.019078127856892224,4
2026-03-18,-0.032330557646775726,-0.033094776056565633,-0.01730666396004865,0.010370457669400014,0.014607001159164537,-1.1915016064946296,0.9540031546027312,0.8889273926260387,MSFT,-0.007070163788856276,4
2026-03-19,-0.03195141792148748,-0.05274180395539563,-0.02369121779813743,0.00853880807078366,0.014674467384216985,-1.4368642223789398,0.9472581960446044,0.905591048846253,MSFT,-0.018379502592174246,3
2026-03-20,-0.0345847379546409,-0.06624118961247172,-0.038667813217338476,0.00945099001879934,0.015173618595108573,-2.0330020573501284,0.9298480615749443,1.710358503562434,MSFT,0.002959135038786531,5
2026-03-23,-0.04238032676507886,-0.06450747032528747,-0.003823448425197884,0.00963980459786437,0.013417234662191422,-1.8572698658374136,0.9325996075546984,0.999757472050338,MSFT,-0.02678853724706265,4
2026-03-24,-0.06677352390576707,-0.0813782007505447,-0.04179951096561696,0.011578046102479372,0.01435755329972315,-2.4989707040539093,0.9076166282311233,1.387904262485052,MSFT,-0.004560770869753483,5
2026-03-25,-0.052962044838927635,-0.08358031004194733,-0.07378930880733792,0.011459305965440949,0.012245731879708802,-2.1713182568993354,0.903477196752183,0.9943958161720551,MSFT,-0.013664314379738696,2
2026-03-26,-0.05925142266187944,-0.0893096736154545,-0.08899233269781637,0.011556418286559199,0.012335182311123639,-2.1331060550160337,0.891131800300836,1.1399508575177477,MSFT,-0.02513870584021738,4
2026-03-27,-0.06572919167376057,-0.09804070275839416,-0.09158731505604345,0.012489350572354745,0.012560080515380899,-2.270155652036428,0.86872990010821,1.1336314185220187,MSFT,0.0061384155305796995,2
2026-03-30,-0.06276764633138876,-0.10248785973466834,-0.09933508355407628,0.011612544698023714,0.01198861223969561,-1.820506675642986,0.8740625252189131,1.2753931990227785,MSFT,0.031229168262500107,4
2026-03-31,-0.006894824472750138,-0.07320795665175994,-0.08357878805782237,0.017568018235705914,0.013937279052564016,-1.0658786168010876,0.9013587708909204,1.2219735059558663,MSFT,-0.0021612185793732364,5
2026-04-01,-0.00450089852650537,-0.05722456657585673,-0.08842550841666041,0.017131391138176768,0.01383903643023563,-1.0044268274879895,0.8994107375685899,0.7870496340619988,MSFT,0.011072898156205158,1
2026-04-02,0.02046613167579836,-0.03999793840425747,-0.09063017893371572,0.017917963129103695,0.013680701200881011,-0.6965658545374097,0.9121906844350066,0.6465637742275957,MSFT,-0.0015530085833448393,5
2026-04-06,0.04515518783874861,-0.02354201783152976,-0.08822375617696288,0.017185288914592752,0.013698062186602784,-0.6525298969090068,0.9107740444724318,0.47768292452026395,MSFT,-0.0015822686391459007,4
2026-04-07,0.037135105324159534,-0.027963424164694883,-0.09066704473548493,0.017092187193103264,0.013653208923049664,-0.6124360306033011,0.9175128144342365,0.6502257245990083,MSFT,0.005479540091115842,5
2026-04-08,0.0112380068445046,0.0042656982871380755,-0.07745963731495864,0.014951268889175185,0.013795339767963778,-0.40645817794468475,0.9245455000441694,1.0329083175472706,MSFT,-0.0033659586280663234,5
2026-04-09,0.01001708924910738,0.005471104820360839,-0.07856648185874415,0.014910821507695392,0.013789879499274555,-0.41613100909261935,0.9283581867396995,0.9529861661025834,MSFT,-0.005897049250381925,5
2026-04-10,-0.006935137356479548,0.013389058884991423,-0.07711638720949976,0.01427116443029581,0.013773627054835477,-0.5043957076187471,0.9272908708531538,0.9027942573810466,MSFT,0.036400895671633515,1
2026-02-12,-0.06716980290158425,-0.08647452292930491,-0.07991905839595004,0.013430685105192231,0.013899107392651698,-2.22330110998225,0.8990659591800757,0.9812904481083861,GOOGL,-0.010614844217675667,3
2026-02-13,-0.05308798666368264,-0.09550296070770392,-0.08131495446763404,0.01312165689172468,0.013931867798517588,-2.119114394047801,0.889522514081964,0.7790386385940772,GOOGL,-0.012102646085931701,5
2026-02-17,-0.06875930922512785,-0.1212430620914382,-0.08478791038136535,0.00916172503523775,0.014016518646561128,-2.0507046428504765,0.8787569379085618,0.7827032934379528,GOOGL,0.004337473124623736,4
2026-02-18,-0.047868625852374724,-0.10709132664004861,-0.05798144021827267,0.010658376232764633,0.013318717498817268,-1.711679101766492,0.8825685225098169,0.5772479342310147,GOOGL,-0.0015823770894107803,4
2026-02-19,-0.026080473021553252,-0.09064976931565327,-0.07774533244264947,0.010601885631718797,0.01221176588986477,-1.5401165651513258,0.8811719662999622,0.5758536194472078,GOOGL,0.040052807314611805,1
